service_id,monday,tuesday,wednesday,thursday,friday,saturday,sunday,start_date,end_date
135568,1,1,1,1,1,0,0,20190901,20270831
135595,1,1,1,1,1,1,1,20190901,20270831
135600,1,1,1,1,1,1,1,20190901,20270831
135629,1,1,1,1,1,1,1,20221201,20270831
135631,0,0,0,0,0,1,1,20190901,20270831
135632,0,0,0,0,0,1,1,20190901,20270831
135711,0,0,0,0,0,1,0,20191001,20241212
135712,0,0,0,0,0,1,0,20191001,20241212
135713,0,0,0,0,0,1,0,20191001,20241212
135714,0,0,0,0,0,0,1,20191001,20241212
135715,0,0,0,0,0,0,1,20191001,20241212
135761,1,1,1,1,1,1,1,20190901,20270831
135768,0,0,0,0,0,0,1,20230901,20241212
135769,0,0,0,0,0,0,1,20230901,20241212
135770,0,0,0,0,0,0,1,20230901,20241212
135771,0,0,0,0,0,0,1,20230901,20241212
135877,0,0,0,0,0,0,1,20190901,20241031
136441,0,0,0,0,0,0,1,20190901,20240229
136910,1,1,1,1,1,0,0,20190902,20240229
137245,0,1,0,0,0,0,0,20231101,20240228
137246,0,1,0,0,1,0,1,20231101,20240228
137247,0,0,0,0,1,0,0,20231101,20240228
137770,1,1,1,1,1,0,0,20190916,20240229
138394,1,1,1,1,1,1,0,20191001,20290930
138406,1,1,1,1,1,0,0,20191001,20290930
138407,1,1,1,1,1,0,0,20191001,20290930
138587,1,1,1,1,1,1,0,20200901,20270831
138635,1,1,1,1,1,0,0,20191014,20290930
139117,1,1,1,1,1,0,0,20191028,20270831
139129,0,0,0,0,1,0,0,20191028,20270831
139130,1,1,1,1,0,0,0,20191028,20270831
139147,1,1,1,1,1,0,0,20191028,20270831
139262,1,1,1,1,1,0,0,20191028,20270831
139267,1,1,1,1,1,0,0,20191028,20270831
139268,1,1,1,1,1,0,0,20191028,20270831
139917,1,1,1,1,1,0,0,20220901,20270831
140282,1,1,1,1,1,0,0,20191118,20250621
140286,1,1,1,1,1,0,0,20191118,20250621
140287,1,1,1,1,1,0,0,20230901,20250621
140344,0,1,0,1,0,1,1,20191201,20240331
140348,1,0,1,0,1,0,0,20191201,20240331
141068,1,1,1,1,1,1,1,20191125,20241212
141200,1,1,1,1,1,0,0,20191216,20240331
141772,1,1,1,1,1,1,1,20231224,20231224
141774,1,1,1,1,1,1,1,20200101,20240120
141907,1,1,1,1,1,0,0,20200101,20270831
141909,1,1,1,1,1,0,0,20200101,20270831
142014,1,1,1,1,1,1,0,20201214,20270831
142015,0,0,0,0,0,1,0,20201214,20270831
142019,0,0,0,0,0,1,0,20201214,20270831
142063,1,1,1,1,1,1,0,20221104,20270831
142345,0,0,0,1,0,0,0,20200101,20270831
142360,1,1,1,1,1,1,0,20200101,20270831
142361,1,1,1,1,1,1,0,20200101,20270831
142362,1,1,1,1,1,1,0,20200101,20270831
142405,0,0,0,0,0,0,1,20200101,20270831
142539,1,0,1,1,0,1,0,20200101,20270831
142540,1,1,1,1,1,0,0,20200101,20270831
142795,1,1,1,1,1,0,0,20200106,20240229
142838,0,1,0,0,1,0,0,20200106,20240229
143228,1,1,1,1,1,1,0,20200120,20270831
143229,1,1,1,1,1,0,0,20201001,20241212
143230,1,1,1,1,1,1,0,20200901,20270831
143383,1,1,1,1,1,0,0,20230901,20240613
143412,0,1,0,0,1,0,0,20201001,20241212
143413,1,0,1,1,0,0,0,20201001,20241212
143421,0,0,0,0,0,1,0,20201001,20241212
143424,1,1,1,1,1,0,0,20201001,20241212
143426,1,1,1,1,1,0,0,20201001,20241212
143428,1,1,1,1,1,0,0,20201001,20241212
143468,1,1,1,1,1,1,0,20200120,20270831
143471,1,0,1,0,1,0,0,20200120,20270831
143472,0,1,0,1,0,1,0,20200120,20270831
143473,1,1,1,1,1,1,1,20200120,20270831
143477,0,0,0,0,0,0,1,20200120,20270831
143478,1,0,1,0,0,0,0,20200120,20270831
143479,0,1,0,1,1,0,0,20200120,20270831
143480,1,1,1,1,1,1,0,20200901,20270831
143482,1,1,1,1,1,1,1,20200120,20270831
143512,0,0,0,0,0,0,1,20200120,20270831
143513,1,1,1,1,1,1,0,20200120,20270831
143601,1,1,1,1,1,0,0,20230901,20240613
143674,1,1,1,1,1,0,0,20221001,20241212
143675,1,1,1,1,1,0,0,20221001,20241212
143676,1,1,1,1,1,0,0,20221001,20241212
143677,1,1,1,1,1,0,0,20221001,20241212
143678,1,1,1,1,1,0,0,20221001,20241212
143707,1,1,1,1,1,0,0,20200201,20241212
143770,1,1,1,1,1,0,0,20200201,20241212
143772,1,1,1,1,1,0,0,20230901,20240614
143773,1,1,1,1,1,0,0,20230901,20240614
143774,1,1,1,1,1,0,0,20230901,20240614
143795,1,1,1,1,1,0,0,20200201,20241212
143823,1,1,1,1,1,0,0,20200201,20241212
143829,1,1,1,1,1,0,0,20200201,20241212
143830,0,0,0,0,0,1,1,20200201,20241212
143855,1,1,1,1,1,0,0,20200201,20241212
143856,1,1,1,1,1,0,0,20200201,20241212
144125,1,1,1,1,1,0,0,20191203,20290930
144432,1,1,1,1,1,0,0,20200302,20270831
144433,1,1,1,1,1,0,0,20200302,20270831
144543,1,1,1,1,1,0,1,20200301,20241212
144586,1,0,1,1,1,0,1,20200316,20241212
144687,1,1,1,1,1,1,1,20200301,20241212
144688,0,1,0,0,0,0,0,20200420,20241212
144694,0,0,0,0,0,1,0,20200201,20241212
144695,0,0,0,0,0,1,1,20200302,20270831
144696,0,0,0,0,1,0,0,20230901,20240613
144714,1,1,1,1,1,0,0,20200901,20241212
144715,1,1,1,1,1,0,0,20200316,20241212
144716,0,0,0,0,0,1,1,20200301,20241212
144717,1,0,1,0,1,0,0,20200301,20241212
144718,0,1,0,1,0,0,0,20200301,20241212
144719,0,0,0,0,0,0,1,20230901,20240613
144720,0,0,0,0,0,1,0,20230901,20240613
144876,1,1,1,1,1,1,1,20230701,20280930
144953,1,1,1,1,1,1,0,20200222,20290930
144975,1,1,1,1,1,0,0,20200302,20270831
145183,0,0,0,0,0,1,0,20200302,20240229
145195,1,1,1,1,1,0,0,20200302,20240229
145198,0,0,0,0,0,1,0,20200302,20240229
146200,1,1,1,1,1,0,0,20201019,20270831
146214,0,1,0,1,0,1,0,20211201,20270831
146736,1,1,1,1,1,1,1,20200401,20300331
146746,1,1,1,1,1,1,0,20200401,20300331
146747,1,1,1,1,1,1,1,20200401,20300331
146752,1,1,1,1,1,0,0,20221201,20300331
146753,0,0,0,0,0,1,1,20221201,20300331
146754,1,1,1,1,1,1,1,20221201,20300331
146757,1,1,1,1,1,1,1,20221201,20300331
146758,1,1,1,1,1,0,0,20221201,20300331
146759,0,0,0,0,0,1,1,20221201,20300331
146765,1,1,1,1,1,0,0,20221201,20300331
146766,1,1,1,1,1,1,1,20221201,20300331
146772,1,1,1,1,1,0,0,20200401,20300331
146773,1,1,1,1,1,0,0,20200401,20300331
146774,1,1,1,1,1,0,0,20200401,20300331
146777,1,1,1,1,1,0,0,20221201,20300331
146778,0,0,0,0,0,1,1,20221201,20300331
146779,1,1,1,1,1,1,1,20221201,20300331
146792,1,1,1,1,1,0,0,20200401,20300331
146793,1,1,1,1,1,0,0,20200401,20300331
146797,1,1,1,1,1,1,1,20221201,20300331
150374,1,1,1,1,1,0,0,20200505,20300331
150421,1,1,1,1,1,0,0,20200601,20240331
150792,1,1,1,1,1,0,0,20221201,20300331
151474,1,1,1,1,1,0,0,20200518,20241212
151482,1,1,1,1,1,1,1,20190801,20240731
151706,0,0,0,0,0,1,1,20200701,20240331
152076,1,0,1,1,1,0,0,20200601,20241212
153138,0,1,0,1,0,0,0,20201001,20240229
154279,1,1,1,1,1,0,0,20200801,20240331
154281,1,1,1,1,1,1,1,20200801,20240331
155144,1,1,1,1,1,1,0,20200801,20240331
155312,1,1,1,1,1,1,0,20200801,20240331
155601,1,1,1,1,1,1,0,20200810,20240731
156765,1,1,1,1,1,1,0,20200901,20240331
156836,1,1,1,1,1,1,0,20200822,20300331
156837,1,1,1,1,1,1,1,20200822,20300331
156989,0,1,0,1,0,0,0,20200901,20240331
157005,0,1,0,1,0,1,1,20200901,20240331
157016,1,0,1,0,1,0,0,20200901,20240331
157019,1,1,1,1,1,1,1,20200901,20240331
157031,1,1,1,1,1,0,0,20200901,20240331
157033,1,1,1,1,1,1,0,20200901,20240331
157034,0,0,0,0,0,1,1,20200901,20240331
157035,1,1,1,1,1,0,0,20200901,20240331
157214,1,1,1,1,1,1,0,20200901,20300331
157215,1,1,1,1,1,0,0,20200907,20241212
157228,1,1,1,1,1,1,1,20200901,20300331
157235,0,0,0,0,1,0,0,20200901,20300331
157336,1,1,1,1,1,1,1,20200901,20300331
157337,1,0,1,0,0,1,1,20200901,20300331
157338,0,1,0,1,0,0,0,20200901,20300331
157385,1,1,1,1,1,0,0,20221114,20270831
157969,1,0,0,1,0,0,0,20201001,20241212
157971,0,0,1,0,0,0,0,20201001,20241212
157977,0,1,0,0,1,0,0,20201001,20241212
157983,1,1,1,1,1,0,0,20201001,20240331
158408,1,1,1,1,1,0,0,20201005,20241212
158409,1,1,1,1,1,1,1,20201005,20241212
158478,1,1,1,0,1,1,1,20201019,20270831
158479,0,0,0,1,0,0,0,20201019,20270831
158484,1,0,0,0,0,0,0,20230901,20240630
158485,1,1,1,1,1,1,1,20230901,20240630
158491,1,1,1,1,1,0,0,20201001,20231217
158908,0,0,0,0,0,1,0,20201001,20240229
158909,0,0,0,0,0,1,0,20201001,20240229
158910,1,1,1,1,1,0,0,20201001,20240229
158911,1,1,1,1,1,0,0,20201001,20240229
158912,1,1,1,1,1,0,0,20201001,20240229
158915,1,1,1,1,1,0,0,20201012,20240229
159140,1,1,1,1,1,0,0,20201005,20241212
159141,1,1,1,1,1,0,0,20201005,20241212
159146,0,0,0,0,0,1,0,20201005,20241212
159151,0,0,0,0,0,0,1,20201005,20241212
159261,1,1,1,1,1,1,1,20201012,20240731
159284,1,1,1,1,1,0,0,20201010,20300331
159285,1,1,1,1,1,1,1,20201010,20300331
159288,1,1,1,1,1,0,0,20201010,20300331
159340,1,1,1,1,1,0,0,20201010,20231217
159341,1,1,1,1,1,0,0,20201010,20231217
159342,0,0,0,0,0,1,1,20201010,20300331
159343,0,0,0,0,0,1,1,20201010,20300331
159966,1,1,1,1,1,0,0,20201015,20241212
159969,1,1,1,1,1,0,0,20201015,20241212
159973,0,0,0,0,0,1,0,20201015,20241212
160000,1,1,1,1,1,1,0,20201102,20270831
160019,1,1,1,1,1,1,1,20201101,20240331
160215,1,1,1,1,1,0,0,20201101,20300331
160495,1,1,1,1,1,1,1,20201101,20240331
160498,1,1,1,1,1,1,1,20201101,20240331
161040,1,1,1,0,1,0,0,20201101,20250621
161070,1,1,1,1,1,0,0,20230901,20240613
161843,1,1,1,1,1,1,1,20201201,20300331
161844,1,1,1,1,1,1,1,20201201,20300331
161852,1,1,1,1,1,1,1,20221201,20300331
161983,0,0,0,0,0,0,1,20201206,20241205
161984,0,0,0,0,1,0,1,20201206,20241205
162010,1,1,1,1,1,0,0,20201201,20241212
162437,1,1,1,1,1,0,0,20210927,20240229
162452,1,1,1,1,1,0,0,20201130,20270831
162489,1,1,1,1,1,0,0,20230901,20240612
162490,1,1,1,1,1,0,0,20230901,20240612
162757,1,1,1,1,1,0,0,20201204,20290930
162758,1,1,1,1,1,1,1,20201204,20290930
162759,1,1,1,1,1,1,1,20201204,20290930
162760,0,0,0,0,0,1,1,20201204,20290930
162775,0,0,0,0,1,0,0,20201214,20240229
162797,1,1,1,1,1,1,1,20201214,20241212
162801,1,1,1,1,1,1,0,20201214,20241212
162805,1,1,1,1,1,0,0,20201214,20241212
163433,0,0,1,0,0,0,0,20201213,20241212
163437,0,0,1,0,0,0,0,20201213,20241212
163443,0,0,1,0,0,0,0,20201213,20241212
163506,1,1,1,1,1,1,1,20201212,20300331
163509,1,1,1,1,1,1,1,20201212,20300331
163510,1,1,1,1,1,1,1,20201212,20300331
163512,1,1,1,1,1,1,1,20201212,20300331
163513,1,1,1,1,1,0,0,20201212,20300331
163785,1,1,1,1,1,1,1,20201216,20290930
163787,1,1,1,1,1,1,1,20201216,20290930
163928,0,0,0,0,1,0,1,20201227,20251226
163976,1,1,1,1,1,0,0,20210111,20241212
163982,1,1,1,1,1,0,0,20210111,20241212
163984,1,1,1,1,1,0,0,20210111,20241212
164004,1,1,1,1,1,0,0,20210111,20241212
164006,1,1,1,1,1,0,0,20210111,20241212
164026,0,0,1,0,1,0,0,20210111,20241212
164086,1,1,1,1,1,0,0,20210111,20241212
164088,1,1,1,1,1,0,0,20210111,20241212
164089,1,1,1,1,1,0,0,20210111,20241212
164096,1,1,1,1,1,0,0,20210111,20241212
164239,1,1,1,1,1,1,1,20210102,20250617
164240,1,1,1,1,1,1,1,20210102,20250617
164298,1,1,1,1,1,1,1,20231231,20231231
164300,1,1,1,1,1,1,1,20240106,20240106
164432,0,1,0,0,1,0,0,20210118,20240229
164439,1,1,1,1,1,0,0,20210118,20240229
164445,1,1,1,1,1,0,0,20210118,20240229
164447,1,1,1,1,1,1,0,20210118,20240229
164448,1,1,1,1,1,1,0,20210118,20240229
164450,0,0,0,0,0,1,0,20210118,20240229
164903,0,0,0,0,0,0,1,20210201,20241212
164904,1,0,0,1,0,0,0,20210201,20241212
164905,0,1,0,0,0,0,0,20210201,20241212
165007,1,1,1,1,1,1,0,20210201,20240331
165026,1,1,1,1,1,0,0,20210101,20241212
165036,1,1,1,1,1,0,0,20220801,20241212
165065,1,1,1,1,1,0,0,20210101,20241212
165268,0,0,0,0,0,1,1,20211210,20241212
165269,0,0,0,0,0,1,1,20211210,20241212
165270,0,0,0,0,0,1,1,20211210,20241212
165271,0,0,0,0,0,1,1,20211210,20241212
165272,0,0,0,0,0,1,1,20211210,20241212
165508,1,1,1,1,1,1,1,20210128,20290930
165511,1,1,1,1,1,1,0,20210128,20290930
165513,1,1,1,1,1,1,1,20210128,20290930
165514,1,1,1,1,1,1,1,20210128,20290930
165526,1,1,1,1,1,0,0,20211025,20290930
165540,1,1,1,1,1,1,1,20210128,20290930
165567,0,0,0,0,1,0,0,20210208,20240229
165568,0,0,0,0,1,0,0,20210208,20240229
165569,0,0,0,0,0,0,1,20210208,20240229
165570,0,0,0,0,0,1,0,20210208,20240229
165605,1,1,1,1,1,0,0,20210208,20240229
165606,1,0,0,1,0,0,0,20210208,20240229
165607,1,1,1,1,1,0,0,20210208,20240229
165914,0,0,0,0,0,1,1,20230701,20280930
165915,1,1,1,1,1,1,1,20210305,20260304
166019,0,0,1,0,0,0,0,20230701,20280930
166106,1,1,1,1,1,0,0,20170701,20241212
166144,1,0,0,0,0,0,0,20230701,20280930
166169,1,1,1,1,1,0,0,20210215,20241212
166170,1,1,1,1,1,0,0,20210215,20241212
166192,1,1,1,1,1,1,0,20230701,20280930
166273,1,1,1,1,1,0,0,20210215,20270831
166281,1,1,1,1,1,0,0,20210215,20270831
166288,1,1,1,1,1,0,0,20230701,20280930
166289,0,0,0,0,0,1,0,20230701,20280930
166295,1,1,1,1,1,0,0,20230701,20280930
166296,1,1,1,1,1,0,0,20230701,20280930
166322,1,1,1,1,1,1,1,20230701,20280930
166515,1,1,1,1,1,1,0,20210301,20250621
166516,1,1,1,1,1,0,0,20210301,20250621
166518,0,0,1,0,0,0,0,20210301,20250621
166520,1,1,1,1,1,0,0,20230901,20240612
166526,1,1,1,1,1,0,0,20230901,20240612
166553,1,1,1,1,1,0,0,20230701,20231231
166556,1,1,1,1,1,0,0,20210308,20241212
166563,1,1,1,1,1,0,0,20210301,20250621
166564,1,1,1,1,1,0,0,20210301,20250621
166565,0,0,0,0,1,0,0,20210301,20250621
166566,0,0,0,0,1,0,0,20210301,20250621
166567,1,1,1,1,1,0,0,20230123,20250621
166568,1,1,1,1,1,0,0,20230901,20240612
166569,1,1,1,1,1,1,0,20210301,20250621
166570,1,1,1,1,0,1,1,20230901,20240630
166571,0,0,0,0,1,0,0,20210301,20250621
166572,1,1,1,1,1,0,0,20210301,20250621
166573,0,0,0,0,0,1,1,20210301,20250621
166574,1,1,1,1,1,1,1,20210301,20250621
166578,1,1,1,1,1,0,0,20210308,20241212
166580,1,1,1,1,1,0,0,20210308,20241212
166590,1,1,1,1,1,1,1,20210308,20241212
166694,1,1,1,1,1,1,0,20230701,20280930
166695,1,1,1,1,1,0,0,20230701,20280930
166824,0,0,0,0,0,1,1,20230701,20280930
166933,1,1,1,1,1,0,0,20230701,20280930
166934,1,1,1,1,1,1,1,20230701,20280930
166937,0,0,0,0,1,0,0,20210315,20240229
167324,0,0,0,0,0,1,0,20230701,20280930
167408,1,1,1,1,1,0,0,20231025,20280930
167415,1,1,1,1,1,0,0,20230701,20280930
167459,1,1,1,1,1,0,0,20210322,20270831
167461,1,1,1,1,1,0,0,20210322,20270831
167467,1,0,1,0,1,0,0,20210322,20270831
167468,0,1,0,1,0,1,0,20210322,20270831
167536,0,1,0,1,0,1,0,20210322,20270831
167543,0,0,0,0,0,0,1,20210322,20270831
167974,1,1,1,1,1,0,0,20231025,20280930
167993,1,1,1,1,1,1,1,20231025,20280930
168009,0,1,0,0,0,1,0,20231025,20280930
168010,1,0,1,1,1,0,1,20231025,20280930
168147,1,1,1,1,1,1,1,20210315,20290930
168174,1,1,1,1,1,1,1,20231025,20280930
168237,1,1,1,1,1,1,1,20210315,20261114
168278,0,0,0,0,0,1,1,20231025,20280930
168291,1,1,1,1,1,1,0,20230701,20280930
168584,0,0,0,0,0,0,1,20210601,20250617
168596,1,1,1,1,1,1,1,20210617,20240731
168598,1,1,1,1,1,1,1,20210617,20240731
168668,1,1,1,1,1,0,0,20230701,20280930
168810,1,1,1,1,1,1,1,20210501,20250630
168867,1,1,1,1,1,0,0,20230701,20280930
168912,1,1,1,1,1,0,1,20230701,20280930
168914,1,1,1,1,1,0,0,20210412,20241212
168919,0,0,0,0,0,1,0,20230701,20280930
168920,0,0,0,0,0,1,0,20230701,20280930
168921,1,1,1,1,1,0,0,20230701,20280930
169092,1,1,1,1,1,1,1,20230701,20280930
169272,1,1,1,1,1,1,0,20210628,20260403
169283,0,0,0,0,0,0,1,20210628,20240317
169297,1,1,1,1,1,1,1,20230701,20280930
169303,1,1,1,1,1,1,1,20230701,20280930
169340,1,1,1,1,1,1,1,20230701,20280930
169344,0,0,0,0,0,1,0,20230701,20280930
169347,0,0,0,0,0,1,0,20230701,20280930
169360,1,1,1,1,1,0,0,20230701,20280930
169365,0,0,1,0,0,0,0,20210401,20241212
169366,1,1,1,1,1,1,1,20230701,20280930
169367,0,0,1,0,0,0,0,20210402,20241212
169370,0,0,0,0,0,0,1,20230701,20280930
169371,1,1,1,1,1,1,0,20230701,20280930
169372,1,1,1,1,1,1,0,20230701,20280930
169498,1,1,1,1,1,0,0,20210419,20240229
169502,1,1,1,1,1,1,1,20210419,20240229
169503,1,1,1,1,1,1,1,20210419,20240229
169504,1,1,1,1,1,0,1,20210419,20240229
169508,1,1,0,1,1,0,0,20210419,20240229
169549,1,1,1,1,1,1,0,20230701,20280930
169550,1,1,1,1,1,1,0,20230701,20280930
169560,1,1,0,1,1,0,0,20210501,20241212
169564,1,1,1,1,1,1,1,20230701,20280930
169578,0,0,0,0,0,1,1,20210501,20241212
169580,0,0,0,0,0,1,0,20210501,20241212
169582,1,1,0,1,1,0,0,20210501,20241212
169585,1,1,1,1,1,0,0,20210501,20241212
169588,0,0,0,0,0,1,0,20210501,20241212
169593,1,1,1,1,1,0,0,20210501,20241212
169598,1,1,1,1,1,0,0,20210501,20241212
169599,1,1,1,1,1,0,0,20230701,20280930
169605,1,1,1,1,1,0,0,20230701,20280930
169614,1,1,1,1,1,0,0,20210501,20241212
169617,1,1,1,1,1,0,0,20210501,20241212
169622,1,1,1,1,1,0,0,20210501,20241212
169623,1,1,1,1,1,0,0,20230701,20280930
169625,1,1,1,1,1,0,0,20210501,20241212
169632,1,1,1,1,1,1,1,20230701,20231231
169652,1,1,1,1,1,1,0,20230701,20280930
169666,1,1,1,1,1,1,1,20230701,20280930
169707,1,1,1,1,1,1,1,20230701,20280930
169754,1,1,1,1,1,1,1,20230701,20280930
169755,1,1,1,1,1,1,1,20230701,20280930
169759,1,1,1,1,1,1,1,20230701,20280930
169763,1,1,1,1,1,0,0,20230701,20280930
169766,1,1,1,1,1,0,0,20230701,20280930
169767,0,0,0,0,0,0,1,20230701,20280930
169768,0,0,0,0,0,0,1,20210419,20240229
169772,1,1,1,1,1,0,0,20230701,20231231
169773,0,0,0,0,1,0,0,20230701,20280930
169808,1,1,1,1,1,0,0,20230701,20280930
169809,1,1,1,1,1,0,0,20230701,20280930
169810,1,1,1,1,1,1,1,20230701,20280930
169816,1,1,1,1,1,0,0,20230701,20280930
169879,1,1,1,1,1,0,0,20211129,20240331
169881,0,0,0,0,0,1,0,20211129,20240331
169897,1,1,1,1,1,0,0,20211129,20240331
169942,1,1,1,1,1,1,0,20230701,20280930
