route_id,service_id,trip_id,trip_headsign,trip_long_name,direction_code,shape_id,wheelchair_accessible
18da16ddc76af4298946910a95e42de7,21065,1256959,Valga bussijaam,Antsla - Vilaski - Valga bussijaam,A>B,55216,0
18da16ddc76af4298946910a95e42de7,26348,1256960,Valga bussijaam,Antsla - Vilaski - Valga bussijaam,A>B,55216,0
fc1ab0be056476a5086df663d6278597,21456,994800,Otepää,Valga - Keeni - Puka - Arula - Otepää,A>B,42778,0
239a9d65950b35e7cd6388b6aaca3177,21459,1024720,Otepää,Valga - Puka - Otepää,A>B,42777,0
ba31af4278719ed9de7602f78efa19e6,21463,1519450,Valga bussijaam,Otepää - Sihva - Keeni - Sangaste - Valga,A>C1>B,55319,0
0773f3f47d35764722b59943b761d860,21464,1015320,Tõrva,Valga - Tõrva - Pikasilla - Riidaja - Tõrva,A>B,46267,0
18c28e3851af5ac5441c38978ed5348c,21467,1424392,Antsla,Valga - Lüllemäe - Antsla,A>B,47133,0
18c28e3851af5ac5441c38978ed5348c,21467,1424393,Valga bussijaam,Antsla - Valga bussijaam,B>A,47134,0
c8a34003423418b3b301cf9296e09af9,21477,884345,Tõrva,Valga - Tõrva,A>B,40946,0
1517ddb319b09329bddffed350023431,22090,1013933,Tõrva,Riiska-Taagepera-Tõrva,A>B,46254,0
8ec974182d7cb1c3b4de60898e8ae3da,48456,1598350,Tallinna bussijaam,Riia - Pärnu - Tallinn,B>A,57468,0
8ec974182d7cb1c3b4de60898e8ae3da,48456,1598349,Riia,Tallinn - Pärnu - Riia,A>B,57467,0
8ec974182d7cb1c3b4de60898e8ae3da,196701,1598363,Tallinna bussijaam,Riia lennujaam - Pärnu - Tallinn,B1>A,57746,0
b9bc724bad8b80852c90f8d84b1e6f24,66834,892249,Valga bussijaam,Tõrva -  Valga bussijaam,A>C1>B,41364,0
106372a735c56551a7e8efeaab7d596b,67751,912030,Valga bussijaam,Otepää - Puka - Keeni - Valga,A>B,42698,0
106372a735c56551a7e8efeaab7d596b,67750,912029,Valga bussijaam,Otepää - Puka - Keeni - Valga,A>C1>B,42699,0
1484b914f06aa0e01e0adf0b4efe80d8,72295,1348353,Jõgeva,Jõgeva - Siimusti - Jõgeva,A>B,58591,0
66d741e49830f2dc675314d80bd1ce55,72477,496078,Mustvee,Jõgeva - Laiuse - Sadala - Torma - Mustvee,A>B,25195,0
f0aca9bb2b2eca17ec60b0c248dc4502,72839,1029426,Põltsamaa,Adavere - Põltsamaa,A>B,47286,0
f0aca9bb2b2eca17ec60b0c248dc4502,72839,1029427,Põltsamaa,Adavere - Põltsamaa,A>B,47286,0
71e76b02b67d7fecb4df450be748f425,72910,1377397,Põltsamaa,Põltsamaa - Annikvere - Umbusi - Annikvere -  Põltsamaa,A>A,25289,0
14bc6548dc70cba7e2a283f4660629df,82248,1342705,Põltsamaa,Jõgeva - Siimusti - Aidu - Lustivere - Põltsamaa,B>D,58355,0
0b68987db2cc43782e1063035d96e5bf,106943,1348354,Jõgeva,Jõgeva - Siimusti - Saduküla - Jõune - Siimusti - Jõgeva,A>C,58586,0
